1.107617,-0.228832,0.539356
0.835438,0.139820,1.461103
0.994771,0.144429,0.966716
1.183946,0.042315,0.846203
0.296603,0.414709,1.539660
0.948133,0.356828,1.119081
0.799740,-0.035916,1.201267
0.373090,-0.479408,0.727129
0.917017,-0.374566,1.053729
0.710787,-0.311739,0.890908
0.607925,0.516337,1.203830
0.916541,-0.707867,1.015830
0.489422,-0.791304,0.932333
1.189057,-0.170408,1.158179
0.581592,0.087244,1.720296
1.199513,-0.140658,1.113737
1.009632,-0.165044,1.057898
0.442693,-0.621892,1.011165
0.281210,-0.394291,1.069464
1.150573,0.049931,0.994492
1.057395,0.055269,1.194583
0.713408,-0.006974,0.432103
0.987877,-0.354393,0.777579
0.770041,0.516531,0.635838
1.194175,0.075453,0.906203
0.546802,0.427361,0.933861
0.782966,-0.417550,0.751284
1.238243,-0.136305,0.873215
0.657689,-0.441106,0.830897
0.480476,-0.430866,1.744623
1.065650,0.303009,0.877655
1.174202,-0.321220,1.182885
0.985884,-0.563472,1.429762
1.005935,0.135731,0.671873
0.285218,-0.542321,1.074697
0.439340,-0.829973,0.982658
1.006277,-0.366897,1.060541
1.170919,-0.302109,1.205549
0.695366,-0.339655,0.192840
1.212479,0.011008,0.921647
0.971193,-0.813314,1.001114
0.873908,-0.284223,0.681572
0.620558,-0.127037,1.089935
1.092188,0.022865,1.117133
0.182776,-0.769330,0.271424
0.973880,-0.792830,1.209785
0.275368,-0.818326,1.458396
0.657442,-0.143155,0.774559
0.739969,-0.778589,1.239062
0.226374,-0.830935,0.363564
0.883034,-0.840085,0.918152
1.015407,-0.433657,1.282214
0.733534,-0.031189,1.265025
1.082761,0.135029,0.853168
1.177257,-0.216101,0.799371
0.659831,0.121820,1.230636
0.055044,-0.795532,0.812075
0.627557,-0.913096,0.777829
1.052714,-0.533000,1.300671
0.057499,-0.867710,0.488775
-0.031859,-0.978797,1.161803
1.001860,-0.690718,0.507641
1.024043,-0.112183,1.209946
1.254088,-0.293137,0.925528
0.759184,-0.366954,1.300726
0.984616,-0.400191,1.502578
0.932150,-0.579325,1.520765
0.362001,-1.050121,0.742404
1.093081,-0.347668,0.900284
0.829701,-0.698085,0.832156
-0.028877,-0.550517,1.106095
0.541300,-0.540831,1.311625
1.060939,0.321520,1.215675
1.182903,-0.413991,1.090990
1.167167,-0.276051,0.597335
1.183117,0.213612,0.934451
0.778507,0.312859,0.317529
0.066562,-0.480174,0.693693
0.350184,-0.799166,0.864126
0.278493,-0.936179,0.717084
1.184571,-0.454841,0.956265
0.122695,0.507475,1.376540
1.023686,0.017065,0.431314
0.832442,-0.503268,1.462788
0.746835,-0.402033,0.857730
-0.070520,-0.812065,0.732161
0.667221,-0.745126,0.848106
1.129926,-0.467481,0.660787
0.287442,-1.064056,0.859215
0.842460,-0.090046,1.193069
1.075113,-0.559867,0.925117
0.379369,-0.977475,0.738893
0.054574,-0.929529,0.786638
0.780341,-0.348104,1.293317
0.514932,-0.359438,1.729795
1.184728,-0.252898,0.618454
0.946115,-0.582918,0.697532
0.657158,-0.040357,0.852590
0.777947,0.335286,0.296428
0.938545,0.480946,1.127424
0.871097,-0.339026,1.644240
0.766177,-0.690404,1.046818
0.458362,-0.344180,1.238355
1.144938,0.243384,1.086868
1.035265,0.350747,0.959344
1.108681,-0.002544,0.876243
0.759555,-0.858009,0.700232
0.302833,-0.481832,0.981590
0.895457,-0.115724,0.662362
0.567023,-0.160922,1.487481
0.952334,-0.587697,1.089619
0.888172,0.369928,0.440237
1.191530,-0.409548,0.755543
0.211619,-0.137940,1.168927
0.710477,-0.027382,0.579531
0.876128,-0.127082,0.441958
0.842050,-0.673233,0.549161
0.714545,-0.207733,0.589799
0.540014,-0.776477,1.176996
0.881883,0.245331,0.290885
0.844965,0.162204,1.557047
1.023135,-0.760962,1.055677
1.197708,-0.080740,0.906938
0.915888,-0.115718,1.213181
0.826304,0.470416,0.929383
0.670554,-0.645768,1.638144
0.666568,-0.581184,0.221237
0.585604,-0.067142,0.832222
0.885839,0.299651,0.923587
1.016286,0.351190,0.860489
1.080483,-0.562976,1.219557
1.111781,0.032996,1.151091
1.253308,-0.236655,0.805555
1.121857,0.130104,0.709711
0.744309,-0.892942,0.671124
0.397867,-0.688818,1.628436
0.647338,-0.225482,0.802152
1.022205,0.136320,0.668216
0.949583,0.067848,0.820590
0.448172,-1.107791,0.862576
0.902124,-0.668198,0.402611
0.995474,-0.573399,0.515341
0.373502,-0.177620,1.819949
1.073628,-0.133615,0.525882
0.858763,-0.028142,0.479492
-0.003089,-0.506116,1.022876
0.644509,-0.168322,0.963518
0.764771,-0.816288,1.263729
0.235372,-0.959016,0.525414
1.069056,-0.178512,0.621709
1.184947,-0.166203,0.611177
0.764357,-1.018970,0.967698
0.564361,-0.844691,1.462707
0.856816,-0.173914,1.237347
0.866199,0.176834,0.565773
1.072167,-0.562214,0.576759
-0.062304,-0.855678,0.724087
0.985526,-0.660822,1.336398
0.545275,-0.216873,1.151191
1.038135,0.235609,0.698919
1.149614,-0.586079,0.745722
0.625750,-0.625790,1.305287
0.681339,-0.360203,1.112247
0.524128,0.064489,1.115277
1.197861,-0.123238,0.783759
0.680798,-0.183432,1.361150
0.171420,-0.919157,0.989385
0.686151,-0.994745,1.041468
1.038618,-0.585344,1.383507
